annotator_id,case_id,base_id,condition,dataset,model_a,model_b,dimension,user_id,order,verdict,effective_preference,ndcg_winner,cov_winner,aligns_ndcg,aligns_cov,confidence_1_to_5,notes_optional
annotator_02,yelp__lightgcn_only_vs_fixed__diversity__u33987__rev,yelp__lightgcn_only_vs_fixed__diversity__u33987__pair,local_only,yelp,lightgcn_only,fixed,diversity,33987,rev,TIE,TIE,lightgcn_only,fixed,False,False,3,
annotator_02,amazon_cds__gbaf_vs_fixed__diversity__u14125__fwd,amazon_cds__gbaf_vs_fixed__diversity__u14125__pair,local_only,amazon_cds,gbaf,fixed,diversity,14125,fwd,B,fixed,gbaf,fixed,False,True,4,
annotator_02,mind__lightgcn_only_vs_fixed__diversity__u42678__rev,mind__lightgcn_only_vs_fixed__diversity__u42678__pair,local_only,mind,lightgcn_only,fixed,diversity,42678,rev,B,lightgcn_only,lightgcn_only,fixed,True,False,3,
annotator_02,yelp__lightgcn_only_vs_fixed__diversity__u78602__fwd,yelp__lightgcn_only_vs_fixed__diversity__u78602__pair,local_only,yelp,lightgcn_only,fixed,diversity,78602,fwd,A,lightgcn_only,lightgcn_only,fixed,True,False,5,
annotator_02,yelp__gbaf_vs_concat_mlp__diversity__u18930__fwd,yelp__gbaf_vs_concat_mlp__diversity__u18930__pair,local_only,yelp,gbaf,concat_mlp,diversity,18930,fwd,B,concat_mlp,gbaf,concat_mlp,False,True,4,
annotator_02,amazon_cds__lightgcn_only_vs_fixed__diversity__u965__fwd,amazon_cds__lightgcn_only_vs_fixed__diversity__u965__pair,local_only,amazon_cds,lightgcn_only,fixed,diversity,965,fwd,A,lightgcn_only,lightgcn_only,fixed,True,False,3,
annotator_02,amazon_cds__gbaf_vs_fixed__diversity__u2105__rev,amazon_cds__gbaf_vs_fixed__diversity__u2105__pair,local_only,amazon_cds,gbaf,fixed,diversity,2105,rev,A,fixed,gbaf,fixed,False,True,3,
annotator_02,amazon_cds__gbaf_vs_fixed__diversity__u5338__fwd,amazon_cds__gbaf_vs_fixed__diversity__u5338__pair,local_only,amazon_cds,gbaf,fixed,diversity,5338,fwd,A,gbaf,gbaf,fixed,True,False,5,
annotator_02,mind__lightgcn_only_vs_fixed__diversity__u7434__fwd,mind__lightgcn_only_vs_fixed__diversity__u7434__pair,local_only,mind,lightgcn_only,fixed,diversity,7434,fwd,B,fixed,lightgcn_only,fixed,False,True,3,
annotator_02,yelp__gbaf_vs_concat_mlp__diversity__u19308__rev,yelp__gbaf_vs_concat_mlp__diversity__u19308__pair,local_only,yelp,gbaf,concat_mlp,diversity,19308,rev,B,gbaf,gbaf,concat_mlp,True,False,5,
annotator_02,mind__gbaf_vs_fixed__diversity__u35942__fwd,mind__gbaf_vs_fixed__diversity__u35942__pair,local_only,mind,gbaf,fixed,diversity,35942,fwd,A,gbaf,gbaf,fixed,True,False,4,
annotator_02,amazon_cds__lightgcn_only_vs_fixed__diversity__u14321__rev,amazon_cds__lightgcn_only_vs_fixed__diversity__u14321__pair,local_only,amazon_cds,lightgcn_only,fixed,diversity,14321,rev,A,fixed,lightgcn_only,fixed,False,True,3,
annotator_02,amazon_cds__lightgcn_only_vs_fixed__diversity__u15509__rev,amazon_cds__lightgcn_only_vs_fixed__diversity__u15509__pair,local_only,amazon_cds,lightgcn_only,fixed,diversity,15509,rev,B,lightgcn_only,lightgcn_only,fixed,True,False,3,
annotator_02,amazon_cds__gbaf_vs_fixed__global_diversity__annotator_02__fwd,amazon_cds__gbaf_vs_fixed__global_diversity__pair,global_stats,amazon_cds,gbaf,fixed,global_diversity,,fwd,B,fixed,gbaf,fixed,False,True,5,
annotator_02,amazon_cds__lightgcn_only_vs_fixed__global_diversity__annotator_02__rev,amazon_cds__lightgcn_only_vs_fixed__global_diversity__pair,global_stats,amazon_cds,lightgcn_only,fixed,global_diversity,,rev,A,fixed,lightgcn_only,fixed,False,True,5,
annotator_02,mind__gbaf_vs_fixed__global_diversity__annotator_02__rev,mind__gbaf_vs_fixed__global_diversity__pair,global_stats,mind,gbaf,fixed,global_diversity,,rev,A,fixed,gbaf,fixed,False,True,5,
annotator_02,mind__lightgcn_only_vs_fixed__global_diversity__annotator_02__fwd,mind__lightgcn_only_vs_fixed__global_diversity__pair,global_stats,mind,lightgcn_only,fixed,global_diversity,,fwd,B,fixed,lightgcn_only,fixed,False,True,5,
annotator_02,yelp__gbaf_vs_concat_mlp__global_diversity__annotator_02__rev,yelp__gbaf_vs_concat_mlp__global_diversity__pair,global_stats,yelp,gbaf,concat_mlp,global_diversity,,rev,A,concat_mlp,gbaf,concat_mlp,False,True,5,
annotator_02,yelp__lightgcn_only_vs_fixed__global_diversity__annotator_02__fwd,yelp__lightgcn_only_vs_fixed__global_diversity__pair,global_stats,yelp,lightgcn_only,fixed,global_diversity,,fwd,B,fixed,lightgcn_only,fixed,False,True,5,
annotator_03,mind__lightgcn_only_vs_fixed__diversity__u35942__fwd,mind__lightgcn_only_vs_fixed__diversity__u35942__pair,local_only,mind,lightgcn_only,fixed,diversity,35942,fwd,A,lightgcn_only,lightgcn_only,fixed,True,False,5,
annotator_03,amazon_cds__lightgcn_only_vs_fixed__diversity__u15509__fwd,amazon_cds__lightgcn_only_vs_fixed__diversity__u15509__pair,local_only,amazon_cds,lightgcn_only,fixed,diversity,15509,fwd,A,lightgcn_only,lightgcn_only,fixed,True,False,3,
annotator_03,mind__gbaf_vs_fixed__diversity__u34804__fwd,mind__gbaf_vs_fixed__diversity__u34804__pair,local_only,mind,gbaf,fixed,diversity,34804,fwd,B,fixed,gbaf,fixed,False,True,4,
annotator_03,mind__lightgcn_only_vs_fixed__diversity__u23211__rev,mind__lightgcn_only_vs_fixed__diversity__u23211__pair,local_only,mind,lightgcn_only,fixed,diversity,23211,rev,A,fixed,lightgcn_only,fixed,False,True,3,
annotator_03,mind__lightgcn_only_vs_fixed__diversity__u34804__fwd,mind__lightgcn_only_vs_fixed__diversity__u34804__pair,local_only,mind,lightgcn_only,fixed,diversity,34804,fwd,B,fixed,lightgcn_only,fixed,False,True,4,
annotator_03,mind__gbaf_vs_fixed__diversity__u7434__rev,mind__gbaf_vs_fixed__diversity__u7434__pair,local_only,mind,gbaf,fixed,diversity,7434,rev,A,fixed,gbaf,fixed,False,True,3,
annotator_03,amazon_cds__lightgcn_only_vs_fixed__diversity__u13752__rev,amazon_cds__lightgcn_only_vs_fixed__diversity__u13752__pair,local_only,amazon_cds,lightgcn_only,fixed,diversity,13752,rev,A,fixed,lightgcn_only,fixed,False,True,3,
annotator_03,yelp__lightgcn_only_vs_fixed__diversity__u18930__rev,yelp__lightgcn_only_vs_fixed__diversity__u18930__pair,local_only,yelp,lightgcn_only,fixed,diversity,18930,rev,B,lightgcn_only,lightgcn_only,fixed,True,False,3,
annotator_03,yelp__gbaf_vs_concat_mlp__diversity__u18930__fwd,yelp__gbaf_vs_concat_mlp__diversity__u18930__pair,local_only,yelp,gbaf,concat_mlp,diversity,18930,fwd,B,concat_mlp,gbaf,concat_mlp,False,True,4,
annotator_03,yelp__lightgcn_only_vs_fixed__diversity__u47111__rev,yelp__lightgcn_only_vs_fixed__diversity__u47111__pair,local_only,yelp,lightgcn_only,fixed,diversity,47111,rev,B,lightgcn_only,lightgcn_only,fixed,True,False,4,
annotator_03,mind__gbaf_vs_fixed__diversity__u35942__rev,mind__gbaf_vs_fixed__diversity__u35942__pair,local_only,mind,gbaf,fixed,diversity,35942,rev,B,gbaf,gbaf,fixed,True,False,4,
annotator_03,amazon_cds__gbaf_vs_fixed__diversity__u906__fwd,amazon_cds__gbaf_vs_fixed__diversity__u906__pair,local_only,amazon_cds,gbaf,fixed,diversity,906,fwd,B,fixed,gbaf,fixed,False,True,4,
annotator_03,yelp__lightgcn_only_vs_fixed__diversity__u24594__rev,yelp__lightgcn_only_vs_fixed__diversity__u24594__pair,local_only,yelp,lightgcn_only,fixed,diversity,24594,rev,B,lightgcn_only,lightgcn_only,fixed,True,False,5,
annotator_03,mind__gbaf_vs_fixed__diversity__u40271__fwd,mind__gbaf_vs_fixed__diversity__u40271__pair,local_only,mind,gbaf,fixed,diversity,40271,fwd,A,gbaf,gbaf,fixed,True,False,3,
annotator_03,amazon_cds__lightgcn_only_vs_fixed__diversity__u906__rev,amazon_cds__lightgcn_only_vs_fixed__diversity__u906__pair,local_only,amazon_cds,lightgcn_only,fixed,diversity,906,rev,A,fixed,lightgcn_only,fixed,False,True,4,
annotator_03,yelp__gbaf_vs_concat_mlp__diversity__u33987__rev,yelp__gbaf_vs_concat_mlp__diversity__u33987__pair,local_only,yelp,gbaf,concat_mlp,diversity,33987,rev,TIE,TIE,gbaf,concat_mlp,False,False,3,
annotator_03,amazon_cds__lightgcn_only_vs_fixed__diversity__u5338__rev,amazon_cds__lightgcn_only_vs_fixed__diversity__u5338__pair,local_only,amazon_cds,lightgcn_only,fixed,diversity,5338,rev,B,lightgcn_only,lightgcn_only,fixed,True,False,5,
annotator_03,amazon_cds__lightgcn_only_vs_fixed__diversity__u13315__rev,amazon_cds__lightgcn_only_vs_fixed__diversity__u13315__pair,local_only,amazon_cds,lightgcn_only,fixed,diversity,13315,rev,A,fixed,lightgcn_only,fixed,False,True,3,
annotator_03,mind__lightgcn_only_vs_fixed__diversity__u29787__rev,mind__lightgcn_only_vs_fixed__diversity__u29787__pair,local_only,mind,lightgcn_only,fixed,diversity,29787,rev,B,lightgcn_only,lightgcn_only,fixed,True,False,3,
annotator_03,amazon_cds__gbaf_vs_fixed__diversity__u14125__fwd,amazon_cds__gbaf_vs_fixed__diversity__u14125__pair,local_only,amazon_cds,gbaf,fixed,diversity,14125,fwd,B,fixed,gbaf,fixed,False,True,4,
annotator_03,mind__lightgcn_only_vs_fixed__diversity__u5744__rev,mind__lightgcn_only_vs_fixed__diversity__u5744__pair,local_only,mind,lightgcn_only,fixed,diversity,5744,rev,A,fixed,lightgcn_only,fixed,False,True,4,
annotator_03,yelp__lightgcn_only_vs_fixed__diversity__u33987__fwd,yelp__lightgcn_only_vs_fixed__diversity__u33987__pair,local_only,yelp,lightgcn_only,fixed,diversity,33987,fwd,TIE,TIE,lightgcn_only,fixed,False,False,3,
annotator_03,mind__gbaf_vs_fixed__diversity__u42678__rev,mind__gbaf_vs_fixed__diversity__u42678__pair,local_only,mind,gbaf,fixed,diversity,42678,rev,A,fixed,gbaf,fixed,False,True,3,
annotator_03,yelp__lightgcn_only_vs_fixed__diversity__u78602__fwd,yelp__lightgcn_only_vs_fixed__diversity__u78602__pair,local_only,yelp,lightgcn_only,fixed,diversity,78602,fwd,A,lightgcn_only,lightgcn_only,fixed,True,False,5,
annotator_03,amazon_cds__gbaf_vs_fixed__diversity__u2105__fwd,amazon_cds__gbaf_vs_fixed__diversity__u2105__pair,local_only,amazon_cds,gbaf,fixed,diversity,2105,fwd,B,fixed,gbaf,fixed,False,True,3,
annotator_03,mind__gbaf_vs_fixed__diversity__u44378__rev,mind__gbaf_vs_fixed__diversity__u44378__pair,local_only,mind,gbaf,fixed,diversity,44378,rev,A,fixed,gbaf,fixed,False,True,4,
annotator_03,yelp__gbaf_vs_concat_mlp__diversity__u78602__rev,yelp__gbaf_vs_concat_mlp__diversity__u78602__pair,local_only,yelp,gbaf,concat_mlp,diversity,78602,rev,B,gbaf,gbaf,concat_mlp,True,False,3,
annotator_03,yelp__lightgcn_only_vs_fixed__diversity__u2600__rev,yelp__lightgcn_only_vs_fixed__diversity__u2600__pair,local_only,yelp,lightgcn_only,fixed,diversity,2600,rev,B,lightgcn_only,lightgcn_only,fixed,True,False,4,
annotator_03,amazon_cds__gbaf_vs_fixed__diversity__u5338__fwd,amazon_cds__gbaf_vs_fixed__diversity__u5338__pair,local_only,amazon_cds,gbaf,fixed,diversity,5338,fwd,A,gbaf,gbaf,fixed,True,False,5,
annotator_03,yelp__gbaf_vs_concat_mlp__diversity__u47111__fwd,yelp__gbaf_vs_concat_mlp__diversity__u47111__pair,local_only,yelp,gbaf,concat_mlp,diversity,47111,fwd,A,gbaf,gbaf,concat_mlp,True,False,4,
annotator_03,mind__gbaf_vs_fixed__diversity__u28130__fwd,mind__gbaf_vs_fixed__diversity__u28130__pair,local_only,mind,gbaf,fixed,diversity,28130,fwd,A,gbaf,gbaf,fixed,True,False,5,
annotator_03,amazon_cds__gbaf_vs_fixed__diversity__u965__fwd,amazon_cds__gbaf_vs_fixed__diversity__u965__pair,local_only,amazon_cds,gbaf,fixed,diversity,965,fwd,B,fixed,gbaf,fixed,False,True,3,
annotator_03,mind__lightgcn_only_vs_fixed__diversity__u7434__rev,mind__lightgcn_only_vs_fixed__diversity__u7434__pair,local_only,mind,lightgcn_only,fixed,diversity,7434,rev,A,fixed,lightgcn_only,fixed,False,True,3,
annotator_03,mind__lightgcn_only_vs_fixed__diversity__u44378__fwd,mind__lightgcn_only_vs_fixed__diversity__u44378__pair,local_only,mind,lightgcn_only,fixed,diversity,44378,fwd,A,lightgcn_only,lightgcn_only,fixed,True,False,3,
annotator_03,amazon_cds__gbaf_vs_fixed__diversity__u13209__rev,amazon_cds__gbaf_vs_fixed__diversity__u13209__pair,local_only,amazon_cds,gbaf,fixed,diversity,13209,rev,B,gbaf,gbaf,fixed,True,False,3,
annotator_03,yelp__lightgcn_only_vs_fixed__diversity__u81116__rev,yelp__lightgcn_only_vs_fixed__diversity__u81116__pair,local_only,yelp,lightgcn_only,fixed,diversity,81116,rev,B,lightgcn_only,lightgcn_only,fixed,True,False,5,
annotator_03,yelp__gbaf_vs_concat_mlp__diversity__u362__rev,yelp__gbaf_vs_concat_mlp__diversity__u362__pair,local_only,yelp,gbaf,concat_mlp,diversity,362,rev,B,gbaf,gbaf,concat_mlp,True,False,4,
annotator_03,amazon_cds__lightgcn_only_vs_fixed__diversity__u14125__rev,amazon_cds__lightgcn_only_vs_fixed__diversity__u14125__pair,local_only,amazon_cds,lightgcn_only,fixed,diversity,14125,rev,A,fixed,lightgcn_only,fixed,False,True,4,
annotator_03,amazon_cds__gbaf_vs_fixed__diversity__u14321__rev,amazon_cds__gbaf_vs_fixed__diversity__u14321__pair,local_only,amazon_cds,gbaf,fixed,diversity,14321,rev,A,fixed,gbaf,fixed,False,True,3,
annotator_03,yelp__gbaf_vs_concat_mlp__diversity__u18392__rev,yelp__gbaf_vs_concat_mlp__diversity__u18392__pair,local_only,yelp,gbaf,concat_mlp,diversity,18392,rev,B,gbaf,gbaf,concat_mlp,True,False,4,
annotator_03,mind__lightgcn_only_vs_fixed__diversity__u28130__rev,mind__lightgcn_only_vs_fixed__diversity__u28130__pair,local_only,mind,lightgcn_only,fixed,diversity,28130,rev,B,lightgcn_only,lightgcn_only,fixed,True,False,4,
annotator_03,amazon_cds__gbaf_vs_fixed__diversity__u15509__rev,amazon_cds__gbaf_vs_fixed__diversity__u15509__pair,local_only,amazon_cds,gbaf,fixed,diversity,15509,rev,A,fixed,gbaf,fixed,False,True,4,
annotator_03,amazon_cds__gbaf_vs_fixed__diversity__u13752__fwd,amazon_cds__gbaf_vs_fixed__diversity__u13752__pair,local_only,amazon_cds,gbaf,fixed,diversity,13752,fwd,B,fixed,gbaf,fixed,False,True,4,
annotator_03,yelp__lightgcn_only_vs_fixed__diversity__u19308__rev,yelp__lightgcn_only_vs_fixed__diversity__u19308__pair,local_only,yelp,lightgcn_only,fixed,diversity,19308,rev,A,fixed,lightgcn_only,fixed,False,True,4,
annotator_03,yelp__lightgcn_only_vs_fixed__diversity__u362__fwd,yelp__lightgcn_only_vs_fixed__diversity__u362__pair,local_only,yelp,lightgcn_only,fixed,diversity,362,fwd,A,lightgcn_only,lightgcn_only,fixed,True,False,4,
annotator_03,yelp__gbaf_vs_concat_mlp__diversity__u2600__rev,yelp__gbaf_vs_concat_mlp__diversity__u2600__pair,local_only,yelp,gbaf,concat_mlp,diversity,2600,rev,A,concat_mlp,gbaf,concat_mlp,False,True,4,
annotator_03,amazon_cds__lightgcn_only_vs_fixed__diversity__u14321__fwd,amazon_cds__lightgcn_only_vs_fixed__diversity__u14321__pair,local_only,amazon_cds,lightgcn_only,fixed,diversity,14321,fwd,B,fixed,lightgcn_only,fixed,False,True,3,
annotator_03,amazon_cds__lightgcn_only_vs_fixed__diversity__u13209__fwd,amazon_cds__lightgcn_only_vs_fixed__diversity__u13209__pair,local_only,amazon_cds,lightgcn_only,fixed,diversity,13209,fwd,B,fixed,lightgcn_only,fixed,False,True,3,
annotator_03,yelp__gbaf_vs_concat_mlp__diversity__u81116__fwd,yelp__gbaf_vs_concat_mlp__diversity__u81116__pair,local_only,yelp,gbaf,concat_mlp,diversity,81116,fwd,B,concat_mlp,gbaf,concat_mlp,False,True,4,
annotator_03,yelp__gbaf_vs_concat_mlp__diversity__u24594__fwd,yelp__gbaf_vs_concat_mlp__diversity__u24594__pair,local_only,yelp,gbaf,concat_mlp,diversity,24594,fwd,A,gbaf,gbaf,concat_mlp,True,False,3,
annotator_03,yelp__gbaf_vs_concat_mlp__diversity__u19308__fwd,yelp__gbaf_vs_concat_mlp__diversity__u19308__pair,local_only,yelp,gbaf,concat_mlp,diversity,19308,fwd,A,gbaf,gbaf,concat_mlp,True,False,5,
annotator_03,amazon_cds__lightgcn_only_vs_fixed__diversity__u2105__fwd,amazon_cds__lightgcn_only_vs_fixed__diversity__u2105__pair,local_only,amazon_cds,lightgcn_only,fixed,diversity,2105,fwd,TIE,TIE,lightgcn_only,fixed,False,False,3,
annotator_03,mind__lightgcn_only_vs_fixed__diversity__u42678__rev,mind__lightgcn_only_vs_fixed__diversity__u42678__pair,local_only,mind,lightgcn_only,fixed,diversity,42678,rev,B,lightgcn_only,lightgcn_only,fixed,True,False,3,
annotator_03,amazon_cds__lightgcn_only_vs_fixed__diversity__u965__rev,amazon_cds__lightgcn_only_vs_fixed__diversity__u965__pair,local_only,amazon_cds,lightgcn_only,fixed,diversity,965,rev,B,lightgcn_only,lightgcn_only,fixed,True,False,3,
annotator_03,mind__lightgcn_only_vs_fixed__diversity__u40271__rev,mind__lightgcn_only_vs_fixed__diversity__u40271__pair,local_only,mind,lightgcn_only,fixed,diversity,40271,rev,B,lightgcn_only,lightgcn_only,fixed,True,False,3,
annotator_03,mind__gbaf_vs_fixed__diversity__u29787__fwd,mind__gbaf_vs_fixed__diversity__u29787__pair,local_only,mind,gbaf,fixed,diversity,29787,fwd,A,gbaf,gbaf,fixed,True,False,4,
annotator_03,mind__gbaf_vs_fixed__diversity__u23211__rev,mind__gbaf_vs_fixed__diversity__u23211__pair,local_only,mind,gbaf,fixed,diversity,23211,rev,A,fixed,gbaf,fixed,False,True,4,
annotator_03,amazon_cds__gbaf_vs_fixed__diversity__u13315__fwd,amazon_cds__gbaf_vs_fixed__diversity__u13315__pair,local_only,amazon_cds,gbaf,fixed,diversity,13315,fwd,A,gbaf,gbaf,fixed,True,False,4,
annotator_03,yelp__lightgcn_only_vs_fixed__diversity__u18392__fwd,yelp__lightgcn_only_vs_fixed__diversity__u18392__pair,local_only,yelp,lightgcn_only,fixed,diversity,18392,fwd,A,lightgcn_only,lightgcn_only,fixed,True,False,5,
annotator_03,mind__gbaf_vs_fixed__diversity__u5744__rev,mind__gbaf_vs_fixed__diversity__u5744__pair,local_only,mind,gbaf,fixed,diversity,5744,rev,A,fixed,gbaf,fixed,False,True,4,
annotator_03,amazon_cds__gbaf_vs_fixed__global_diversity__annotator_03__fwd,amazon_cds__gbaf_vs_fixed__global_diversity__pair,global_stats,amazon_cds,gbaf,fixed,global_diversity,,fwd,B,fixed,gbaf,fixed,False,True,5,
annotator_03,amazon_cds__lightgcn_only_vs_fixed__global_diversity__annotator_03__fwd,amazon_cds__lightgcn_only_vs_fixed__global_diversity__pair,global_stats,amazon_cds,lightgcn_only,fixed,global_diversity,,fwd,B,fixed,lightgcn_only,fixed,False,True,5,
annotator_03,mind__gbaf_vs_fixed__global_diversity__annotator_03__fwd,mind__gbaf_vs_fixed__global_diversity__pair,global_stats,mind,gbaf,fixed,global_diversity,,fwd,B,fixed,gbaf,fixed,False,True,5,
annotator_03,mind__lightgcn_only_vs_fixed__global_diversity__annotator_03__fwd,mind__lightgcn_only_vs_fixed__global_diversity__pair,global_stats,mind,lightgcn_only,fixed,global_diversity,,fwd,B,fixed,lightgcn_only,fixed,False,True,5,
annotator_03,yelp__gbaf_vs_concat_mlp__global_diversity__annotator_03__rev,yelp__gbaf_vs_concat_mlp__global_diversity__pair,global_stats,yelp,gbaf,concat_mlp,global_diversity,,rev,A,concat_mlp,gbaf,concat_mlp,False,True,5,
annotator_03,yelp__lightgcn_only_vs_fixed__global_diversity__annotator_03__fwd,yelp__lightgcn_only_vs_fixed__global_diversity__pair,global_stats,yelp,lightgcn_only,fixed,global_diversity,,fwd,B,fixed,lightgcn_only,fixed,False,True,5,
annotator_04,yelp__gbaf_vs_concat_mlp__diversity__u24594__rev,yelp__gbaf_vs_concat_mlp__diversity__u24594__pair,local_only,yelp,gbaf,concat_mlp,diversity,24594,rev,B,gbaf,gbaf,concat_mlp,True,False,5,
annotator_04,yelp__gbaf_vs_concat_mlp__diversity__u18392__fwd,yelp__gbaf_vs_concat_mlp__diversity__u18392__pair,local_only,yelp,gbaf,concat_mlp,diversity,18392,fwd,A,gbaf,gbaf,concat_mlp,True,False,5,
annotator_04,yelp__lightgcn_only_vs_fixed__diversity__u19308__rev,yelp__lightgcn_only_vs_fixed__diversity__u19308__pair,local_only,yelp,lightgcn_only,fixed,diversity,19308,rev,A,fixed,lightgcn_only,fixed,False,True,4,
annotator_04,mind__lightgcn_only_vs_fixed__diversity__u35942__rev,mind__lightgcn_only_vs_fixed__diversity__u35942__pair,local_only,mind,lightgcn_only,fixed,diversity,35942,rev,B,lightgcn_only,lightgcn_only,fixed,True,False,4,
annotator_04,yelp__gbaf_vs_concat_mlp__diversity__u47111__rev,yelp__gbaf_vs_concat_mlp__diversity__u47111__pair,local_only,yelp,gbaf,concat_mlp,diversity,47111,rev,A,concat_mlp,gbaf,concat_mlp,False,True,4,
annotator_04,amazon_cds__lightgcn_only_vs_fixed__diversity__u13752__rev,amazon_cds__lightgcn_only_vs_fixed__diversity__u13752__pair,local_only,amazon_cds,lightgcn_only,fixed,diversity,13752,rev,A,fixed,lightgcn_only,fixed,False,True,3,
annotator_04,yelp__lightgcn_only_vs_fixed__diversity__u78602__fwd,yelp__lightgcn_only_vs_fixed__diversity__u78602__pair,local_only,yelp,lightgcn_only,fixed,diversity,78602,fwd,A,lightgcn_only,lightgcn_only,fixed,True,False,5,
annotator_04,yelp__gbaf_vs_concat_mlp__diversity__u33987__fwd,yelp__gbaf_vs_concat_mlp__diversity__u33987__pair,local_only,yelp,gbaf,concat_mlp,diversity,33987,fwd,TIE,TIE,gbaf,concat_mlp,False,False,3,
annotator_04,mind__gbaf_vs_fixed__diversity__u23211__fwd,mind__gbaf_vs_fixed__diversity__u23211__pair,local_only,mind,gbaf,fixed,diversity,23211,fwd,TIE,TIE,gbaf,fixed,False,False,3,
annotator_04,yelp__gbaf_vs_concat_mlp__diversity__u19308__fwd,yelp__gbaf_vs_concat_mlp__diversity__u19308__pair,local_only,yelp,gbaf,concat_mlp,diversity,19308,fwd,A,gbaf,gbaf,concat_mlp,True,False,5,
annotator_04,mind__gbaf_vs_fixed__diversity__u29787__rev,mind__gbaf_vs_fixed__diversity__u29787__pair,local_only,mind,gbaf,fixed,diversity,29787,rev,TIE,TIE,gbaf,fixed,False,False,3,
annotator_04,mind__lightgcn_only_vs_fixed__diversity__u42678__rev,mind__lightgcn_only_vs_fixed__diversity__u42678__pair,local_only,mind,lightgcn_only,fixed,diversity,42678,rev,A,fixed,lightgcn_only,fixed,False,True,4,
annotator_04,yelp__lightgcn_only_vs_fixed__diversity__u362__rev,yelp__lightgcn_only_vs_fixed__diversity__u362__pair,local_only,yelp,lightgcn_only,fixed,diversity,362,rev,TIE,TIE,lightgcn_only,fixed,False,False,3,
annotator_04,amazon_cds__lightgcn_only_vs_fixed__diversity__u13209__rev,amazon_cds__lightgcn_only_vs_fixed__diversity__u13209__pair,local_only,amazon_cds,lightgcn_only,fixed,diversity,13209,rev,TIE,TIE,lightgcn_only,fixed,False,False,5,
annotator_04,yelp__lightgcn_only_vs_fixed__diversity__u33987__fwd,yelp__lightgcn_only_vs_fixed__diversity__u33987__pair,local_only,yelp,lightgcn_only,fixed,diversity,33987,fwd,TIE,TIE,lightgcn_only,fixed,False,False,5,
annotator_04,mind__gbaf_vs_fixed__diversity__u34804__rev,mind__gbaf_vs_fixed__diversity__u34804__pair,local_only,mind,gbaf,fixed,diversity,34804,rev,TIE,TIE,gbaf,fixed,False,False,5,
annotator_04,mind__gbaf_vs_fixed__diversity__u7434__fwd,mind__gbaf_vs_fixed__diversity__u7434__pair,local_only,mind,gbaf,fixed,diversity,7434,fwd,A,gbaf,gbaf,fixed,True,False,4,
annotator_04,yelp__gbaf_vs_concat_mlp__diversity__u2600__rev,yelp__gbaf_vs_concat_mlp__diversity__u2600__pair,local_only,yelp,gbaf,concat_mlp,diversity,2600,rev,A,concat_mlp,gbaf,concat_mlp,False,True,4,
annotator_04,yelp__lightgcn_only_vs_fixed__diversity__u81116__fwd,yelp__lightgcn_only_vs_fixed__diversity__u81116__pair,local_only,yelp,lightgcn_only,fixed,diversity,81116,fwd,A,lightgcn_only,lightgcn_only,fixed,True,False,5,
annotator_04,amazon_cds__gbaf_vs_fixed__diversity__u14125__fwd,amazon_cds__gbaf_vs_fixed__diversity__u14125__pair,local_only,amazon_cds,gbaf,fixed,diversity,14125,fwd,B,fixed,gbaf,fixed,False,True,3,
annotator_04,amazon_cds__gbaf_vs_fixed__diversity__u5338__rev,amazon_cds__gbaf_vs_fixed__diversity__u5338__pair,local_only,amazon_cds,gbaf,fixed,diversity,5338,rev,B,gbaf,gbaf,fixed,True,False,5,
annotator_04,amazon_cds__lightgcn_only_vs_fixed__diversity__u14321__rev,amazon_cds__lightgcn_only_vs_fixed__diversity__u14321__pair,local_only,amazon_cds,lightgcn_only,fixed,diversity,14321,rev,B,lightgcn_only,lightgcn_only,fixed,True,False,5,
annotator_04,mind__gbaf_vs_fixed__diversity__u28130__rev,mind__gbaf_vs_fixed__diversity__u28130__pair,local_only,mind,gbaf,fixed,diversity,28130,rev,B,gbaf,gbaf,fixed,True,False,5,
annotator_04,amazon_cds__lightgcn_only_vs_fixed__diversity__u13315__rev,amazon_cds__lightgcn_only_vs_fixed__diversity__u13315__pair,local_only,amazon_cds,lightgcn_only,fixed,diversity,13315,rev,B,lightgcn_only,lightgcn_only,fixed,True,False,5,
annotator_04,amazon_cds__gbaf_vs_fixed__diversity__u13209__fwd,amazon_cds__gbaf_vs_fixed__diversity__u13209__pair,local_only,amazon_cds,gbaf,fixed,diversity,13209,fwd,B,fixed,gbaf,fixed,False,True,4,
annotator_04,amazon_cds__lightgcn_only_vs_fixed__diversity__u15509__fwd,amazon_cds__lightgcn_only_vs_fixed__diversity__u15509__pair,local_only,amazon_cds,lightgcn_only,fixed,diversity,15509,fwd,B,fixed,lightgcn_only,fixed,False,True,4,
annotator_04,yelp__lightgcn_only_vs_fixed__diversity__u47111__fwd,yelp__lightgcn_only_vs_fixed__diversity__u47111__pair,local_only,yelp,lightgcn_only,fixed,diversity,47111,fwd,A,lightgcn_only,lightgcn_only,fixed,True,False,4,
annotator_04,mind__lightgcn_only_vs_fixed__diversity__u5744__rev,mind__lightgcn_only_vs_fixed__diversity__u5744__pair,local_only,mind,lightgcn_only,fixed,diversity,5744,rev,B,lightgcn_only,lightgcn_only,fixed,True,False,4,
annotator_04,amazon_cds__gbaf_vs_fixed__diversity__u906__fwd,amazon_cds__gbaf_vs_fixed__diversity__u906__pair,local_only,amazon_cds,gbaf,fixed,diversity,906,fwd,TIE,TIE,gbaf,fixed,False,False,4,
