dataset,model_a,model_b,dimension,user_id,effective_preference,ndcg_winner,coverage_winner,align_ndcg,align_coverage,is_conflict,local_text_distance_a,local_text_distance_b,local_text_distance_winner,align_local_text_distance,delta_local_text_distance_chosen_minus_other,local_category_count_a,local_category_count_b,local_category_count_winner,align_local_category_count,delta_local_category_count_chosen_minus_other,local_category_entropy_a,local_category_entropy_b,local_category_entropy_winner,align_local_category_entropy,delta_local_category_entropy_chosen_minus_other,description_length_a,description_length_b,description_length_winner,align_description_length,delta_description_length_chosen_minus_other,history_similarity_a,history_similarity_b,history_similarity_winner,align_history_similarity,delta_history_similarity_chosen_minus_other,average_popularity_a,average_popularity_b,average_popularity_winner,align_average_popularity,delta_average_popularity_chosen_minus_other
amazon_cds,gbaf,concat_mlp,novelty,11879,concat_mlp,gbaf,concat_mlp,0,1,True,0.9662009757821167,0.970130236527052,concat_mlp,1,0.00392926074493527,,,NA,,,,,NA,,,66.0,114.1,concat_mlp,1.0,48.099999999999994,0.014099828802105635,0.02009468934281072,concat_mlp,1,0.005994860540705084,4.676989246071772,3.1732265906324697,gbaf,0,-1.503762655439302
amazon_cds,gbaf,concat_mlp,relevance,906,gbaf,gbaf,concat_mlp,1,0,True,0.9409550969618464,0.9245912836412795,gbaf,1,0.01636381332056691,,,NA,,,,,NA,,,136.8,122.4,gbaf,1.0,14.400000000000006,0.046378237979260856,0.043115309733647036,gbaf,1,0.0032629282456138192,3.076641131049114,3.0509457125333683,gbaf,1,0.02569541851574586
amazon_cds,gbaf,concat_mlp,relevance,5338,gbaf,gbaf,concat_mlp,1,0,True,0.9848288717816295,0.9804525482675683,gbaf,1,0.004376323514061142,,,NA,,,,,NA,,,146.2,111.6,gbaf,1.0,34.599999999999994,0.01160944724145401,0.011554116121154529,gbaf,1,5.5331120299480924e-05,3.9479089719733955,3.9909980187618466,concat_mlp,0,-0.043089046788451046
amazon_cds,gbaf,concat_mlp,relevance,2836,gbaf,gbaf,concat_mlp,1,0,True,0.9525447034078375,0.9505803783687294,gbaf,1,0.001964325039108039,,,NA,,,,,NA,,,107.3,81.1,gbaf,1.0,26.200000000000003,0.038285907045915744,0.03567559100376618,gbaf,1,0.002610316042149563,5.062165110904061,5.119556457800834,concat_mlp,0,-0.05739134689677261
amazon_cds,gbaf,concat_mlp,relevance,13540,gbaf,gbaf,concat_mlp,1,0,True,0.9787727131661126,0.9699688613903993,gbaf,1,0.0088038517757133,,,NA,,,,,NA,,,210.5,152.1,gbaf,1.0,58.400000000000006,0.017489377690594207,0.02295004532267946,concat_mlp,0,-0.005460667632085251,4.217701062804109,3.192667826898806,gbaf,1,1.0250332359053034
amazon_cds,gbaf,concat_mlp,relevance,7089,concat_mlp,gbaf,concat_mlp,0,1,True,0.9533417657948211,0.9760833128392481,concat_mlp,1,0.02274154704442699,,,NA,,,,,NA,,,100.5,119.1,concat_mlp,1.0,18.599999999999994,0.022815411545957117,0.01760403126513407,gbaf,0,-0.005211380280823047,3.7635658503838463,3.6122007112181684,gbaf,0,-0.15136513916567784
amazon_cds,gbaf,concat_mlp,relevance,4645,concat_mlp,gbaf,concat_mlp,0,1,True,0.989782198548342,0.9815359027337074,gbaf,0,-0.008246295814634652,,,NA,,,,,NA,,,111.8,99.7,gbaf,0.0,-12.099999999999994,0.01762737177525122,0.016340337085711025,gbaf,0,-0.0012870346895401952,3.961106831523297,3.522633978442889,gbaf,0,-0.43847285308040806
amazon_cds,gbaf,concat_mlp,relevance,3640,concat_mlp,gbaf,concat_mlp,0,1,True,0.9632153270638801,0.9587537374075129,gbaf,0,-0.004461589656367226,,,NA,,,,,NA,,,191.8,226.2,concat_mlp,1.0,34.39999999999998,0.02596200635323049,0.0275709478366099,concat_mlp,1,0.001608941483379412,4.296672579528633,4.8725378659991385,concat_mlp,1,0.5758652864705054
amazon_cds,gbaf,concat_mlp,relevance,830,concat_mlp,gbaf,concat_mlp,0,1,True,0.9765217102081547,0.957971563798688,gbaf,0,-0.018550146409466728,,,NA,,,,,NA,,,105.5,109.1,concat_mlp,1.0,3.5999999999999943,0.01691195152080804,0.021819426575643106,concat_mlp,1,0.004907475054835065,4.032090048018003,3.2140027629350967,gbaf,0,-0.8180872850829064
amazon_cds,gbaf,concat_mlp,relevance,3169,concat_mlp,gbaf,concat_mlp,0,1,True,0.9561661687423716,0.9905891694885866,concat_mlp,1,0.03442300074621496,,,NA,,,,,NA,,,219.7,153.8,gbaf,0.0,-65.89999999999998,0.023216380797771087,0.015475277916123287,gbaf,0,-0.0077411028816478,4.556351884384328,4.897800744395667,concat_mlp,1,0.34144886001133923
amazon_cds,gbaf,concat_mlp,relevance,11615,gbaf,gbaf,concat_mlp,1,0,True,0.9963525215749204,0.9966086588127023,concat_mlp,0,-0.0002561372377819504,,,NA,,,,,NA,,,119.2,52.9,gbaf,1.0,66.30000000000001,0.005403879008716811,0.004460804957693811,gbaf,1,0.0009430740510229995,3.7609045554766305,3.505762604953701,gbaf,1,0.2551419505229293
amazon_cds,gbaf,concat_mlp,relevance,8093,concat_mlp,gbaf,concat_mlp,0,1,True,0.9756316203987072,0.9731897846756429,gbaf,0,-0.002441835723064334,,,NA,,,,,NA,,,156.2,147.0,gbaf,0.0,-9.199999999999989,0.02065239861307736,0.017798432757028863,gbaf,0,-0.002853965856048496,3.912932072513766,3.488534345253992,gbaf,0,-0.4243977272597741
amazon_cds,gbaf,concat_mlp,relevance,5010,gbaf,gbaf,concat_mlp,1,0,True,0.9497741498319622,0.9868866564214565,concat_mlp,0,-0.037112506589494276,,,NA,,,,,NA,,,66.3,110.2,concat_mlp,0.0,-43.900000000000006,0.025062624655666714,0.01269204323604798,gbaf,1,0.012370581419618734,4.611274987577012,3.635094591931325,gbaf,1,0.9761803956456871
amazon_cds,gbaf,concat_mlp,relevance,4439,gbaf,gbaf,concat_mlp,1,0,True,0.9683042269579203,0.9925260488355949,concat_mlp,0,-0.024221821877674632,,,NA,,,,,NA,,,144.4,86.6,gbaf,1.0,57.80000000000001,0.022287710067214292,0.009245728110543208,gbaf,1,0.013041981956671084,4.606685537279779,3.236777373474225,gbaf,1,1.3699081638055537
amazon_cds,gbaf,concat_mlp,relevance,489,concat_mlp,gbaf,concat_mlp,0,1,True,0.9858536556177334,0.9821330338676222,gbaf,0,-0.0037206217501112304,,,NA,,,,,NA,,,145.7,182.3,concat_mlp,1.0,36.60000000000002,0.013881447895768487,0.018596643840096926,concat_mlp,1,0.0047151959443284385,4.344606287630196,4.572858255415477,concat_mlp,1,0.22825196778528145
amazon_cds,gbaf,concat_mlp,relevance,10328,concat_mlp,gbaf,concat_mlp,0,1,True,0.957172376433795,0.9479337569113488,gbaf,0,-0.009238619522446201,,,NA,,,,,NA,,,86.1,77.7,gbaf,0.0,-8.399999999999991,0.03231222248471558,0.036648873100166825,concat_mlp,1,0.004336650615451243,4.790181136673045,5.014547507397616,concat_mlp,1,0.22436637072457088
amazon_cds,gbaf,fixed,balanced,14321,fixed,gbaf,fixed,0,1,True,0.9817579981445619,0.9713827180045491,gbaf,0,-0.010375280140012766,,,NA,,,,,NA,,,42.3,68.7,fixed,1.0,26.400000000000006,0.009147876301971976,0.013293541841232841,fixed,1,0.004145665539260865,4.038358632656924,4.005979675108517,gbaf,0,-0.03237895754840725
amazon_cds,gbaf,fixed,balanced,13315,gbaf,gbaf,fixed,1,0,True,0.984531619101402,0.9904519766913403,fixed,0,-0.005920357589938363,,,NA,,,,,NA,,,118.8,70.5,gbaf,1.0,48.3,0.01248635994687301,0.00900332242868998,gbaf,1,0.003483037518183029,5.387823168498111,5.334747348295356,gbaf,1,0.053075820202754365
amazon_cds,gbaf,fixed,balanced,13752,fixed,gbaf,fixed,0,1,True,0.9847624959118296,0.9790520332968047,gbaf,0,-0.005710462615024947,,,NA,,,,,NA,,,80.3,123.5,fixed,1.0,43.2,0.013023886264447044,0.012118369507639613,gbaf,0,-0.0009055167568074313,4.588586276945231,3.119765954467463,gbaf,0,-1.4688203224777676
amazon_cds,gbaf,fixed,balanced,906,gbaf,gbaf,fixed,1,0,True,0.9409550969618464,0.9341627131496462,gbaf,1,0.0067923838122002644,,,NA,,,,,NA,,,136.8,136.6,gbaf,1.0,0.20000000000001705,0.046378237979260856,0.03969971924823863,gbaf,1,0.006678518731022223,3.076641131049114,3.10880273437515,fixed,0,-0.03216160332603568
amazon_cds,gbaf,fixed,balanced,2217,gbaf,gbaf,fixed,1,0,True,0.985338363588042,0.9823781123315062,gbaf,1,0.002960251256535873,,,NA,,,,,NA,,,158.5,134.4,gbaf,1.0,24.099999999999994,0.01607968535057834,0.016214557473561125,fixed,0,-0.00013487212298278484,4.311558645118526,3.3732626844205527,gbaf,1,0.9382959606979737
amazon_cds,gbaf,fixed,balanced,2562,gbaf,gbaf,fixed,1,0,True,0.9653286071456398,0.9783433726758588,fixed,0,-0.013014765530218964,,,NA,,,,,NA,,,84.8,5.6,gbaf,1.0,79.2,0.028745046190275052,0.005318307512900618,gbaf,1,0.023426738677374433,4.7365217598932,3.4998661543389114,gbaf,1,1.2366556055542883
amazon_cds,gbaf,fixed,balanced,7089,gbaf,gbaf,fixed,1,0,True,0.9533417657948211,0.9877526527240981,fixed,0,-0.03441088692927696,,,NA,,,,,NA,,,100.5,107.0,fixed,0.0,-6.5,0.022815411545957117,0.014649873564124337,gbaf,1,0.00816553798183278,3.7635658503838463,4.136802308449945,fixed,0,-0.37323645806609873
amazon_cds,gbaf,fixed,balanced,8023,gbaf,gbaf,fixed,1,0,True,0.9742060819563485,0.9726717582756726,gbaf,1,0.0015343236806758531,,,NA,,,,,NA,,,84.9,131.3,fixed,0.0,-46.400000000000006,0.03488624969368936,0.0314498820503267,gbaf,1,0.0034363676433626575,3.2761558472710335,3.032919589921154,gbaf,1,0.24323625734987964
amazon_cds,gbaf,fixed,balanced,3169,gbaf,gbaf,fixed,1,0,True,0.9561661687423716,0.9623188497217102,fixed,0,-0.006152680979338632,,,NA,,,,,NA,,,219.7,169.9,gbaf,1.0,49.79999999999998,0.023216380797771087,0.03020982453952221,fixed,0,-0.006993443741751124,4.556351884384328,3.715214823336408,gbaf,1,0.8411370610479199
amazon_cds,gbaf,fixed,balanced,15216,fixed,gbaf,fixed,0,1,True,0.9817853984107003,0.9764810077923203,gbaf,0,-0.0053043906183800615,,,NA,,,,,NA,,,68.8,201.4,fixed,1.0,132.60000000000002,0.011365028119659464,0.011127406278797405,gbaf,0,-0.00023762184086205916,4.504271795680114,3.62279799058973,gbaf,0,-0.8814738050903839
amazon_cds,gbaf,fixed,balanced,11615,gbaf,gbaf,fixed,1,0,True,0.9963525215749204,0.9899358214852393,gbaf,1,0.006416700089681093,,,NA,,,,,NA,,,119.2,57.3,gbaf,1.0,61.900000000000006,0.005403879008716811,0.002807892156141761,gbaf,1,0.0025959868525750494,3.7609045554766305,2.8763445768961935,gbaf,1,0.884559978580437
amazon_cds,gbaf,fixed,balanced,12412,gbaf,gbaf,fixed,1,0,True,0.9772249943053022,0.9872623755398278,fixed,0,-0.010037381234525578,,,NA,,,,,NA,,,136.1,74.3,gbaf,1.0,61.8,0.020469244490539742,0.014355114151747736,gbaf,1,0.0061141303387920055,3.094674041404457,2.7242593883062343,gbaf,1,0.37041465309822286
amazon_cds,gbaf,fixed,balanced,9564,fixed,gbaf,fixed,0,1,True,0.9913994669985989,0.941827314761698,gbaf,0,-0.049572152236900924,,,NA,,,,,NA,,,85.5,115.4,fixed,1.0,29.900000000000006,0.006421958707186727,0.02529436117505691,fixed,1,0.018872402467870183,3.4681446072332562,3.6500641077523035,fixed,1,0.18191950051904726
amazon_cds,gbaf,fixed,balanced,5010,gbaf,gbaf,fixed,1,0,True,0.9497741498319622,0.9700744301831351,fixed,0,-0.020300280351172928,,,NA,,,,,NA,,,66.3,163.6,fixed,0.0,-97.3,0.025062624655666714,0.018514275515534678,gbaf,1,0.006548349140132036,4.611274987577012,3.5995095200591662,gbaf,1,1.0117654675178458
amazon_cds,gbaf,fixed,balanced,4439,gbaf,gbaf,fixed,1,0,True,0.9683042269579203,0.9612893679556753,gbaf,1,0.007014859002244966,,,NA,,,,,NA,,,144.4,173.5,fixed,0.0,-29.099999999999994,0.022287710067214292,0.022707242249499993,fixed,0,-0.00041953218228570066,4.606685537279779,3.4422988551346783,gbaf,1,1.1643866821451003
amazon_cds,gbaf,fixed,diversity,14321,fixed,gbaf,fixed,0,1,True,0.9817579981445619,0.9713827180045491,gbaf,0,-0.010375280140012766,,,NA,,,,,NA,,,42.3,68.7,fixed,1.0,26.400000000000006,0.009147876301971976,0.013293541841232841,fixed,1,0.004145665539260865,4.038358632656924,4.005979675108517,gbaf,0,-0.03237895754840725
amazon_cds,gbaf,fixed,diversity,13315,gbaf,gbaf,fixed,1,0,True,0.984531619101402,0.9904519766913403,fixed,0,-0.005920357589938363,,,NA,,,,,NA,,,118.8,70.5,gbaf,1.0,48.3,0.01248635994687301,0.00900332242868998,gbaf,1,0.003483037518183029,5.387823168498111,5.334747348295356,gbaf,1,0.053075820202754365
amazon_cds,gbaf,fixed,diversity,13752,fixed,gbaf,fixed,0,1,True,0.9847624959118296,0.9790520332968047,gbaf,0,-0.005710462615024947,,,NA,,,,,NA,,,80.3,123.5,fixed,1.0,43.2,0.013023886264447044,0.012118369507639613,gbaf,0,-0.0009055167568074313,4.588586276945231,3.119765954467463,gbaf,0,-1.4688203224777676
amazon_cds,gbaf,fixed,diversity,906,fixed,gbaf,fixed,0,1,True,0.9409550969618464,0.9341627131496462,gbaf,0,-0.0067923838122002644,,,NA,,,,,NA,,,136.8,136.6,gbaf,0.0,-0.20000000000001705,0.046378237979260856,0.03969971924823863,gbaf,0,-0.006678518731022223,3.076641131049114,3.10880273437515,fixed,1,0.03216160332603568
amazon_cds,gbaf,fixed,diversity,5338,fixed,gbaf,fixed,0,1,True,0.9848288717816295,0.9865686930341979,fixed,1,0.0017398212525684409,,,NA,,,,,NA,,,146.2,63.4,gbaf,0.0,-82.79999999999998,0.01160944724145401,0.00846848568322115,gbaf,0,-0.0031409615582328604,3.9479089719733955,3.0574143186245784,gbaf,0,-0.8904946533488172
amazon_cds,gbaf,fixed,diversity,10856,gbaf,gbaf,fixed,1,0,True,0.9846917882225134,0.9836461392991238,gbaf,1,0.0010456489233895416,,,NA,,,,,NA,,,111.1,93.8,gbaf,1.0,17.299999999999997,0.020809104748987374,0.025196816117702633,fixed,0,-0.004387711368715259,4.145428146790624,3.6310954872039227,gbaf,1,0.5143326595867013
amazon_cds,gbaf,fixed,diversity,2217,gbaf,gbaf,fixed,1,0,True,0.985338363588042,0.9823781123315062,gbaf,1,0.002960251256535873,,,NA,,,,,NA,,,158.5,134.4,gbaf,1.0,24.099999999999994,0.01607968535057834,0.016214557473561125,fixed,0,-0.00013487212298278484,4.311558645118526,3.3732626844205527,gbaf,1,0.9382959606979737
amazon_cds,gbaf,fixed,diversity,2562,gbaf,gbaf,fixed,1,0,True,0.9653286071456398,0.9783433726758588,fixed,0,-0.013014765530218964,,,NA,,,,,NA,,,84.8,5.6,gbaf,1.0,79.2,0.028745046190275052,0.005318307512900618,gbaf,1,0.023426738677374433,4.7365217598932,3.4998661543389114,gbaf,1,1.2366556055542883
amazon_cds,gbaf,fixed,diversity,4645,gbaf,gbaf,fixed,1,0,True,0.989782198548342,0.9561038780829791,gbaf,1,0.0336783204653629,,,NA,,,,,NA,,,111.8,87.4,gbaf,1.0,24.39999999999999,0.01762737177525122,0.023120497503047743,fixed,0,-0.0054931257277965224,3.961106831523297,2.7965134362318915,gbaf,1,1.1645933952914054
amazon_cds,gbaf,fixed,diversity,6005,fixed,gbaf,fixed,0,1,True,0.9484762706201886,0.958605784812723,fixed,1,0.010129514192534383,,,NA,,,,,NA,,,112.9,96.7,gbaf,0.0,-16.200000000000003,0.021083287714479666,0.02102892958470843,gbaf,0,-5.43581297712363e-05,5.039152180787969,4.217071072654646,gbaf,0,-0.8220811081333235
amazon_cds,gbaf,fixed,diversity,3169,gbaf,gbaf,fixed,1,0,True,0.9561661687423716,0.9623188497217102,fixed,0,-0.006152680979338632,,,NA,,,,,NA,,,219.7,169.9,gbaf,1.0,49.79999999999998,0.023216380797771087,0.03020982453952221,fixed,0,-0.006993443741751124,4.556351884384328,3.715214823336408,gbaf,1,0.8411370610479199
amazon_cds,gbaf,fixed,diversity,1726,gbaf,gbaf,fixed,1,0,True,0.9367818431075784,0.9681792764786817,fixed,0,-0.031397433371103345,,,NA,,,,,NA,,,207.1,198.1,gbaf,1.0,9.0,0.04778691064303004,0.024300730460675116,gbaf,1,0.023486180182354925,4.381217667438561,3.0066859031946658,gbaf,1,1.374531764243895
amazon_cds,gbaf,fixed,diversity,6869,gbaf,gbaf,fixed,1,0,True,0.9865048564878894,0.9626286758569658,gbaf,1,0.02387618063092367,,,NA,,,,,NA,,,89.1,92.5,fixed,0.0,-3.4000000000000057,0.015578942489131392,0.014776868246760666,gbaf,1,0.0008020742423707258,4.05053645242541,4.439419846934305,fixed,0,-0.38888339450889475
amazon_cds,gbaf,fixed,diversity,3484,gbaf,gbaf,fixed,1,0,True,0.9647420822642321,0.9468277705748998,gbaf,1,0.01791431168933233,,,NA,,,,,NA,,,145.5,194.9,fixed,0.0,-49.400000000000006,0.02117484932552687,0.02271603672121569,fixed,0,-0.0015411873956888214,4.522153332150382,3.682530639699569,gbaf,1,0.839622692450813
amazon_cds,gbaf,fixed,diversity,15216,fixed,gbaf,fixed,0,1,True,0.9817853984107003,0.9764810077923203,gbaf,0,-0.0053043906183800615,,,NA,,,,,NA,,,68.8,201.4,fixed,1.0,132.60000000000002,0.011365028119659464,0.011127406278797405,gbaf,0,-0.00023762184086205916,4.504271795680114,3.62279799058973,gbaf,0,-0.8814738050903839
amazon_cds,gbaf,fixed,diversity,11615,gbaf,gbaf,fixed,1,0,True,0.9963525215749204,0.9899358214852393,gbaf,1,0.006416700089681093,,,NA,,,,,NA,,,119.2,57.3,gbaf,1.0,61.900000000000006,0.005403879008716811,0.002807892156141761,gbaf,1,0.0025959868525750494,3.7609045554766305,2.8763445768961935,gbaf,1,0.884559978580437
amazon_cds,gbaf,fixed,diversity,4882,fixed,gbaf,fixed,0,1,True,0.9991302411953494,0.9660254597824524,gbaf,0,-0.03310478141289708,,,NA,,,,,NA,,,7.2,41.4,fixed,1.0,34.199999999999996,0.005050848829133922,0.0035344518818963846,gbaf,0,-0.0015163969472375377,3.1436797693394416,2.9173236559986866,gbaf,0,-0.226356113340755
amazon_cds,gbaf,fixed,diversity,5010,fixed,gbaf,fixed,0,1,True,0.9497741498319622,0.9700744301831351,fixed,1,0.020300280351172928,,,NA,,,,,NA,,,66.3,163.6,fixed,1.0,97.3,0.025062624655666714,0.018514275515534678,gbaf,0,-0.006548349140132036,4.611274987577012,3.5995095200591662,gbaf,0,-1.0117654675178458
amazon_cds,gbaf,fixed,diversity,489,gbaf,gbaf,fixed,1,0,True,0.9858536556177334,0.9867774126653798,fixed,0,-0.0009237570476463564,,,NA,,,,,NA,,,145.7,130.3,gbaf,1.0,15.399999999999977,0.013881447895768487,0.013761733371645718,gbaf,1,0.00011971452412276942,4.344606287630196,4.258136592297882,gbaf,1,0.08646969533231363
amazon_cds,gbaf,fixed,novelty,13315,fixed,gbaf,fixed,0,1,True,0.984531619101402,0.9904519766913403,fixed,1,0.005920357589938363,,,NA,,,,,NA,,,118.8,70.5,gbaf,0.0,-48.3,0.01248635994687301,0.00900332242868998,gbaf,0,-0.003483037518183029,5.387823168498111,5.334747348295356,gbaf,0,-0.053075820202754365
amazon_cds,gbaf,fixed,novelty,13209,gbaf,gbaf,fixed,1,0,True,0.9566443986333237,0.9699827414091773,fixed,0,-0.013338342775853551,,,NA,,,,,NA,,,97.3,79.2,gbaf,1.0,18.099999999999994,0.044998558111818306,0.026283986990406686,gbaf,1,0.01871457112141162,4.032931136010959,2.792811471588722,gbaf,1,1.2401196644222376
amazon_cds,gbaf,fixed,novelty,5338,gbaf,gbaf,fixed,1,0,True,0.9848288717816295,0.9865686930341979,fixed,0,-0.0017398212525684409,,,NA,,,,,NA,,,146.2,63.4,gbaf,1.0,82.79999999999998,0.01160944724145401,0.00846848568322115,gbaf,1,0.0031409615582328604,3.9479089719733955,3.0574143186245784,gbaf,1,0.8904946533488172
amazon_cds,gbaf,fixed,novelty,2562,gbaf,gbaf,fixed,1,0,True,0.9653286071456398,0.9783433726758588,fixed,0,-0.013014765530218964,,,NA,,,,,NA,,,84.8,5.6,gbaf,1.0,79.2,0.028745046190275052,0.005318307512900618,gbaf,1,0.023426738677374433,4.7365217598932,3.4998661543389114,gbaf,1,1.2366556055542883
amazon_cds,gbaf,fixed,novelty,7089,gbaf,gbaf,fixed,1,0,True,0.9533417657948211,0.9877526527240981,fixed,0,-0.03441088692927696,,,NA,,,,,NA,,,100.5,107.0,fixed,0.0,-6.5,0.022815411545957117,0.014649873564124337,gbaf,1,0.00816553798183278,3.7635658503838463,4.136802308449945,fixed,0,-0.37323645806609873
amazon_cds,gbaf,fixed,novelty,5923,gbaf,gbaf,fixed,1,0,True,0.9713000360692849,0.9603848394762364,gbaf,1,0.010915196593048515,,,NA,,,,,NA,,,215.5,156.0,gbaf,1.0,59.5,0.03499589168901081,0.032015203372450174,gbaf,1,0.002980688316560634,4.130479185372272,3.913636042275493,gbaf,1,0.2168431430967792
amazon_cds,gbaf,fixed,novelty,6005,fixed,gbaf,fixed,0,1,True,0.9484762706201886,0.958605784812723,fixed,1,0.010129514192534383,,,NA,,,,,NA,,,112.9,96.7,gbaf,0.0,-16.200000000000003,0.021083287714479666,0.02102892958470843,gbaf,0,-5.43581297712363e-05,5.039152180787969,4.217071072654646,gbaf,0,-0.8220811081333235
amazon_cds,gbaf,fixed,novelty,8860,gbaf,gbaf,fixed,1,0,True,0.9906880658610515,0.9731507729779667,gbaf,1,0.01753729288308481,,,NA,,,,,NA,,,139.3,159.2,fixed,0.0,-19.899999999999977,0.01468196001108516,0.0221046601677957,fixed,0,-0.0074227001567105395,3.5538461461405704,3.6690365796505175,fixed,0,-0.11519043350994718
amazon_cds,gbaf,fixed,novelty,3169,gbaf,gbaf,fixed,1,0,True,0.9561661687423716,0.9623188497217102,fixed,0,-0.006152680979338632,,,NA,,,,,NA,,,219.7,169.9,gbaf,1.0,49.79999999999998,0.023216380797771087,0.03020982453952221,fixed,0,-0.006993443741751124,4.556351884384328,3.715214823336408,gbaf,1,0.8411370610479199
amazon_cds,gbaf,fixed,novelty,1726,gbaf,gbaf,fixed,1,0,True,0.9367818431075784,0.9681792764786817,fixed,0,-0.031397433371103345,,,NA,,,,,NA,,,207.1,198.1,gbaf,1.0,9.0,0.04778691064303004,0.024300730460675116,gbaf,1,0.023486180182354925,4.381217667438561,3.0066859031946658,gbaf,1,1.374531764243895
amazon_cds,gbaf,fixed,novelty,5610,fixed,gbaf,fixed,0,1,True,0.9619121363357535,0.9875805397347758,fixed,1,0.02566840339902232,,,NA,,,,,NA,,,139.9,138.5,gbaf,0.0,-1.4000000000000057,0.015740406518122065,0.014433626961368518,gbaf,0,-0.001306779556753547,3.97264303089245,3.3542236096337144,gbaf,0,-0.6184194212587357
amazon_cds,gbaf,fixed,novelty,15216,fixed,gbaf,fixed,0,1,True,0.9817853984107003,0.9764810077923203,gbaf,0,-0.0053043906183800615,,,NA,,,,,NA,,,68.8,201.4,fixed,1.0,132.60000000000002,0.011365028119659464,0.011127406278797405,gbaf,0,-0.00023762184086205916,4.504271795680114,3.62279799058973,gbaf,0,-0.8814738050903839
amazon_cds,gbaf,fixed,novelty,11615,gbaf,gbaf,fixed,1,0,True,0.9963525215749204,0.9899358214852393,gbaf,1,0.006416700089681093,,,NA,,,,,NA,,,119.2,57.3,gbaf,1.0,61.900000000000006,0.005403879008716811,0.002807892156141761,gbaf,1,0.0025959868525750494,3.7609045554766305,2.8763445768961935,gbaf,1,0.884559978580437
amazon_cds,gbaf,fixed,novelty,4882,fixed,gbaf,fixed,0,1,True,0.9991302411953494,0.9660254597824524,gbaf,0,-0.03310478141289708,,,NA,,,,,NA,,,7.2,41.4,fixed,1.0,34.199999999999996,0.005050848829133922,0.0035344518818963846,gbaf,0,-0.0015163969472375377,3.1436797693394416,2.9173236559986866,gbaf,0,-0.226356113340755
amazon_cds,gbaf,fixed,novelty,2080,fixed,gbaf,fixed,0,1,True,0.9741283887911921,0.9749138401428469,fixed,1,0.0007854513516547534,,,NA,,,,,NA,,,149.5,170.7,fixed,1.0,21.19999999999999,0.023276339182951484,0.01778270233932406,gbaf,0,-0.0054936368436274245,4.048632143965424,3.9657994874023466,gbaf,0,-0.08283265656307748
amazon_cds,gbaf,fixed,novelty,5010,fixed,gbaf,fixed,0,1,True,0.9497741498319622,0.9700744301831351,fixed,1,0.020300280351172928,,,NA,,,,,NA,,,66.3,163.6,fixed,1.0,97.3,0.025062624655666714,0.018514275515534678,gbaf,0,-0.006548349140132036,4.611274987577012,3.5995095200591662,gbaf,0,-1.0117654675178458
amazon_cds,gbaf,fixed,novelty,9145,gbaf,gbaf,fixed,1,0,True,0.9633861492001863,0.9623953502566104,gbaf,1,0.000990798943575899,,,NA,,,,,NA,,,127.1,101.3,gbaf,1.0,25.799999999999997,0.019867018314286587,0.017832590571186437,gbaf,1,0.0020344277431001492,4.110840902218856,3.7624660250698754,gbaf,1,0.3483748771489803
amazon_cds,gbaf,fixed,novelty,4439,gbaf,gbaf,fixed,1,0,True,0.9683042269579203,0.9612893679556753,gbaf,1,0.007014859002244966,,,NA,,,,,NA,,,144.4,173.5,fixed,0.0,-29.099999999999994,0.022287710067214292,0.022707242249499993,fixed,0,-0.00041953218228570066,4.606685537279779,3.4422988551346783,gbaf,1,1.1643866821451003
amazon_cds,gbaf,fixed,novelty,11879,fixed,gbaf,fixed,0,1,True,0.9662009757821167,0.9731607265235778,fixed,1,0.006959750741461046,,,NA,,,,,NA,,,66.0,144.8,fixed,1.0,78.80000000000001,0.014099828802105635,0.017763662839813534,fixed,1,0.003663834037707899,4.676989246071772,4.210831054616475,gbaf,0,-0.466158191455297
amazon_cds,gbaf,fixed,novelty,10328,gbaf,gbaf,fixed,1,0,True,0.957172376433795,0.8805192880877173,gbaf,1,0.07665308834607776,,,NA,,,,,NA,,,86.1,129.1,fixed,0.0,-43.0,0.03231222248471558,0.05382866198702221,fixed,0,-0.021516439502306625,4.790181136673045,5.025533030116344,fixed,0,-0.23535189344329943
amazon_cds,gbaf,fixed,relevance,13315,gbaf,gbaf,fixed,1,0,True,0.984531619101402,0.9904519766913403,fixed,0,-0.005920357589938363,,,NA,,,,,NA,,,118.8,70.5,gbaf,1.0,48.3,0.01248635994687301,0.00900332242868998,gbaf,1,0.003483037518183029,5.387823168498111,5.334747348295356,gbaf,1,0.053075820202754365
amazon_cds,gbaf,fixed,relevance,13752,fixed,gbaf,fixed,0,1,True,0.9847624959118296,0.9790520332968047,gbaf,0,-0.005710462615024947,,,NA,,,,,NA,,,80.3,123.5,fixed,1.0,43.2,0.013023886264447044,0.012118369507639613,gbaf,0,-0.0009055167568074313,4.588586276945231,3.119765954467463,gbaf,0,-1.4688203224777676
amazon_cds,gbaf,fixed,relevance,5338,fixed,gbaf,fixed,0,1,True,0.9848288717816295,0.9865686930341979,fixed,1,0.0017398212525684409,,,NA,,,,,NA,,,146.2,63.4,gbaf,0.0,-82.79999999999998,0.01160944724145401,0.00846848568322115,gbaf,0,-0.0031409615582328604,3.9479089719733955,3.0574143186245784,gbaf,0,-0.8904946533488172
